_id,validated,venue_name,venue_type,venue_address,website,events,etc,menu,venue_notes,phone,email,homemade_pierogies,take_out,alcohol,lunch,handicap,publish,id,latitude,longitude
259,True,Seward Volunteer Fire Company Auxiliary,,"1230 10th Street Seward, Pa. 15954",https://www.facebook.com/SewardVFC/,"Friday Mar 3 from 12:00 PM to 6:00 PM, Friday Mar 24 from 12:00 PM to 6:00 PM, Friday Mar 10 from 12:00 PM to 6:00 PM, Friday Apr 7 from 12:00 PM to 6:00 PM, Friday Mar 17 from 12:00 PM to 6:00 PM, Friday Mar 31 from 12:00 PM to 6:00 PM, Friday Apr 14 from 12:00 PM to 6:00 PM",,"Dinners ($10.00 each): - Fried Fish Sandwich - Baked Fish Dinner - Shrimp Dinner - Chicken Strips Dinner All Dinners include: Choice of One - Cabbage & Noodles, Mac & Cheese, French Fries, or Stewed Tomatoes Choice of: Coleslaw or Applesauce Choice of Cake   la carte: $7.00 - Fish Sandwich, Baked Fish, Shrimp, or Chicken Strips $1.50 - Cabbage & Noodles, Mac & Cheese, French Fries, Stewed Tomatoes $1.00 - Coleslaw or Cake $0.75 - Applesauce",,,,,True,,True,,True,29,40.413379,-79.024207
260,False,South Brownsville VFC,,"530 water street, Brownsville, PA",,,,,,,,,,,,,False,125,40.020716,-79.894309
261,False,Dravosburg Volunteer Fire Department #1,,"598 Ravine Street, Dravosburg, PA",,,,,,,,,,,,,False,61,40.352022,-79.892203
262,False,Rainbow VFC,,"2916 Jacks Run Road, White Oak, PA",,,,,,,,,,,,,False,71,40.341033,-79.801553
263,True,Avella VFD,Fire Department,"1560 Avella Rd., Avella, PA 15312",http://avellafire35.org/custom.html?id=22853,,Avella Vol. Fire Dept. and Avella Area Community Association   Please Join Us Ash Wednesday - March 1st And Every Friday until Easter 11:00 AM to 7:00 PM Eat In or Take out at the AVFD Social Hall. For Deliveries Please Call: 724-587-5870. ,"Fish Dinner  $10.00, Shrimp Dinner $10.00, Fish Sandwich  $7.00, Shrimp (6 pieces) $7.00, French Fries  $2.00, Coleslaw  $2.00, Pierogies 4/$2.00, Macaroni and Cheese  $2.00, Cabbage and Noodles  $2.00, Hush Puppies  $2.00, Desserts  $1.00, Pop/Water  $1.00",,,,,,False,False,,True,161,40.274316,-80.459193
264,False,Ford Cliff VFD,,"609 Neale Ave. Ford Cliff, Pa.",,,,,,,,,,,,,False,117,40.761772,-79.533249
265,False,Harrison City VFD,,"1010 Mill St, Harrison City, PA 15636",,,,,,,,,,,,,False,118,40.353405,-79.650425
266,True,Brighton Township VFD Station 63,,"84 Grange Road Beaver, PA 15009",https://www.facebook.com/BrightonTwpFire/?ref=ts,,,,,724-495-3803,,,,,False,,True,137,40.704918,-80.396937
267,True,Skyview VFC,Fire Department,"660 Noble Dr., West Mifflin, PA",http://skyview4.com/custom.html?id=17408,,"11-7; Ash Wednesday and Fridays of Lent. Delivery available, $20 minimum",FISH SANDWICH $7.00. FISH DINNER $8.50. EXTRA BUN $0.75. BAKED FISH $8.50. SHRIMP BASKET $6.50. SHRIMP DINNER $8.00. GRILLED CHEESE SANDWICH $3.00. GRILLED CHEESE W/ FRIES $4.25. DEVILED CRAB $2.50. CRAB CAKE $3.00. CRAB CAKE DINNER $7.00. MACARONI and CHEESE $3.75. HALUSKI $3.75. FRENCH FRIES $3.00. CHEESE SAUCE $1.00. COLE SLAW (INCLUDES TWO) $2.75. COFFEE $0.75. 20oz BOTTLES of POP $1.50,,412-461-9553 ,,,,False,,,True,134,40.360804,-79.929583
268,False,McGinnis Sisters,,"4311 Northern Pike, Monroeville, PA",,,,,,,,,,,,,False,122,40.43507,-79.753444
269,False,McGinnis Sisters,,"700 Adams Shoppes, Mars, PA",,,,,,,,,,,,,False,123,40.687985,-80.054326
270,True,American Serbian Club,Community Organization,"2524 Sarah St., Pittsburgh, PA 15203",,,Times: March 1  Lunch Only 11AM-2PM; March 3 thru April 7 11AM-7PM ,"Fish Dinner $9 includes 2 sides limited quantities of baked fish available, Fish Sandwich Dinner $9 includes 2 sides, Fried Shrimp Dinner $9 includes 2 sides, Fish Sandwich $7, Soup of the Day $3, Side Dishes: Rice $2, French Fries $2, Mac & Cheese $2, Coleslaw $2, Vegetable of the Day $2, Haluski $2, Pierogi 3 $2, Desserts $2",Events benefit Holy Trinity.,412-431-9351,,,,True,True,,True,176,40.426471,-79.969302
271,False,Marianna VFC,,"85 Broad Street, Marianna, PA",,,,,,,,,,,,,False,138,40.022791,-80.085837
272,False,Highland Hornets Youth Football and Cheerleading Fish Fry,,"Karns Road at Chevrolet Road, Natrona Heights, PA",,,,,,,,,,,,,False,140,40.632802,-79.701475
273,False,Leechburg VFC,,"268 Canal Street Leechburg, PA",,,,,,,,,,,,,False,154,40.625222,-79.604859
274,False,Coulter Fire Department,,"500 Railroad St, Coulter, PA 15028",,,,,,,,,,,,,False,155,40.298202,-79.804957
275,True,Shop N Go,Restaurant,"2226 PA-837, West Elizabeth, PA 15088",https://www.facebook.com/SHOPANDGO/,"Friday Mar 3 from 10:00 AM to 7:00 PM, Friday Mar 10 from 10:00 AM to 7:00 PM, Friday Apr 7 from 10:00 AM to 7:00 PM, Friday Mar 31 from 10:00 AM to 7:00 PM, Friday Mar 24 from 10:00 AM to 7:00 PM, Friday Apr 14 from 10:00 AM to 7:00 PM, Friday Mar 17 from 10:00 AM to 7:00 PM",,https://www.facebook.com/SHOPANDGO/photos/a.165259453529016.63198.119862611402034/1260603760661241/?type=3&theater,,412-384-9111,,,True,,True,,True,139,40.268082,-79.902427
276,True,Ligonier Township VFD #1,Fire Department,"44 Fire Hall Road, Ligonier, PA",,"Friday Mar 3 from 4:00 PM to 7:00 PM, Friday Apr 14 from 4:00 PM to 7:00 PM, Friday Apr 7 from 4:00 PM to 7:00 PM, Friday Mar 10 from 4:00 PM to 7:00 PM, Friday Mar 24 from 4:00 PM to 7:00 PM, Friday Mar 31 from 4:00 PM to 7:00 PM, Friday Mar 17 from 4:00 PM to 7:00 PM",,"Fish Fry Menu!!!!!!  Baked Fish Dinner Fried Fish Dinner Fried Fish Sandwich Dinner Shrimp Dinner Fish Sandwich  Side Option 1 includes: coleslaw, parsley potatoes, dessert, drinks your choice of Green Beans or Macaroni and Cheese.  Side Option 2 Includes: coleslaw, French Fries, Dessert, Drinks and your choice of Green Beans or Macaroni and Cheese.  Adult Dinner $9.00 Children $5.75 Take out .50 Extra",,724-238-5270,,,True,,False,,True,127,40.25274,-79.173197
